"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - BZN|DE-AT-LU","Actual Total Load [MW] - BZN|DE-AT-LU"
"16.12.2017 09:15 - 16.12.2017 09:30","69564","70435"
"16.12.2017 09:30 - 16.12.2017 09:45","70305","70832"
"16.12.2017 09:45 - 16.12.2017 10:00","70838","71421"
"16.12.2017 10:00 - 16.12.2017 10:15","70870","71792"
"16.12.2017 10:15 - 16.12.2017 10:30","71073","72233"
"16.12.2017 10:30 - 16.12.2017 10:45","71051","72539"
"16.12.2017 10:45 - 16.12.2017 11:00","71057","72833"
"16.12.2017 11:00 - 16.12.2017 11:15","71267","72903"
"16.12.2017 11:15 - 16.12.2017 11:30","71406","73511"
"16.12.2017 11:30 - 16.12.2017 11:45","71632","73654"
"16.12.2017 11:45 - 16.12.2017 12:00","71276","73344"
"16.12.2017 12:00 - 16.12.2017 12:15","71186","73019"
"16.12.2017 12:15 - 16.12.2017 12:30","71341","72616"
"16.12.2017 12:30 - 16.12.2017 12:45","70842","72398"
"16.12.2017 12:45 - 16.12.2017 13:00","70111","71880"
"16.12.2017 13:00 - 16.12.2017 13:15","69560","71698"
"16.12.2017 13:15 - 16.12.2017 13:30","68969","71306"
"16.12.2017 13:30 - 16.12.2017 13:45","68456","70845"
"16.12.2017 13:45 - 16.12.2017 14:00","67468","70396"
"16.12.2017 14:00 - 16.12.2017 14:15","67308","70056"
"16.12.2017 14:15 - 16.12.2017 14:30","66874","69995"
"16.12.2017 14:30 - 16.12.2017 14:45","66849","69683"
"16.12.2017 14:45 - 16.12.2017 15:00","67197","69793"
"16.12.2017 15:00 - 16.12.2017 15:15","67290","69949"
"16.12.2017 15:15 - 16.12.2017 15:30","67046","69722"
"16.12.2017 15:30 - 16.12.2017 15:45","67017","70091"
"16.12.2017 15:45 - 16.12.2017 16:00","66969","70262"
"16.12.2017 16:00 - 16.12.2017 16:15","67587","70775"
"16.12.2017 16:15 - 16.12.2017 16:30","68354","71553"
"16.12.2017 16:30 - 16.12.2017 16:45","69468","72556"
"16.12.2017 16:45 - 16.12.2017 17:00","70644","73567"
"16.12.2017 17:00 - 16.12.2017 17:15","71942","74292"
"16.12.2017 17:15 - 16.12.2017 17:30","72562","74456"
"16.12.2017 17:30 - 16.12.2017 17:45","73231","74696"
"16.12.2017 17:45 - 16.12.2017 18:00","72798","74818"
"16.12.2017 18:00 - 16.12.2017 18:15","73090","74880"
"16.12.2017 18:15 - 16.12.2017 18:30","72855","74283"
"16.12.2017 18:30 - 16.12.2017 18:45","72537","73853"
"16.12.2017 18:45 - 16.12.2017 19:00","72190","73304"
"16.12.2017 19:00 - 16.12.2017 19:15","71472","72715"
"16.12.2017 19:15 - 16.12.2017 19:30","70844","72355"
"16.12.2017 19:30 - 16.12.2017 19:45","70376","72005"
"16.12.2017 19:45 - 16.12.2017 20:00","69833","70949"
"16.12.2017 20:00 - 16.12.2017 20:15","68446","69955"
"16.12.2017 20:15 - 16.12.2017 20:30","67356","68477"
"16.12.2017 20:30 - 16.12.2017 20:45","66038","67476"
"16.12.2017 20:45 - 16.12.2017 21:00","65184","66732"
"16.12.2017 21:00 - 16.12.2017 21:15","64027","66216"
"16.12.2017 21:15 - 16.12.2017 21:30","63801","65788"
"16.12.2017 21:30 - 16.12.2017 21:45","63702","65179"
"16.12.2017 21:45 - 16.12.2017 22:00","63392","64971"
"16.12.2017 22:00 - 16.12.2017 22:15","64190","65641"
"16.12.2017 22:15 - 16.12.2017 22:30","63512","65137"
"16.12.2017 22:30 - 16.12.2017 22:45","62754","64385"
"16.12.2017 22:45 - 16.12.2017 23:00","61519","63602"
"16.12.2017 23:00 - 16.12.2017 23:15","60337","62405"
"16.12.2017 23:15 - 16.12.2017 23:30","59482","61681"
"16.12.2017 23:30 - 16.12.2017 23:45","58681","60842"
"16.12.2017 23:45 - 17.12.2017 00:00","57871","59762"
"17.12.2017 00:00 - 17.12.2017 00:15","57686","58394"
"17.12.2017 00:15 - 17.12.2017 00:30","56825","57479"
"17.12.2017 00:30 - 17.12.2017 00:45","56012","56518"
"17.12.2017 00:45 - 17.12.2017 01:00","55313","55974"
"17.12.2017 01:00 - 17.12.2017 01:15","54568","55329"
"17.12.2017 01:15 - 17.12.2017 01:30","54014","54941"
"17.12.2017 01:30 - 17.12.2017 01:45","53718","54227"
"17.12.2017 01:45 - 17.12.2017 02:00","53493","53888"
"17.12.2017 02:00 - 17.12.2017 02:15","53045","53418"
"17.12.2017 02:15 - 17.12.2017 02:30","52796","53131"
"17.12.2017 02:30 - 17.12.2017 02:45","52516","52765"
"17.12.2017 02:45 - 17.12.2017 03:00","52469","52599"
"17.12.2017 03:00 - 17.12.2017 03:15","52266","52459"
"17.12.2017 03:15 - 17.12.2017 03:30","52148","52425"
"17.12.2017 03:30 - 17.12.2017 03:45","52081","52235"
"17.12.2017 03:45 - 17.12.2017 04:00","51988","52176"
"17.12.2017 04:00 - 17.12.2017 04:15","52174","52095"
"17.12.2017 04:15 - 17.12.2017 04:30","52124","52209"
"17.12.2017 04:30 - 17.12.2017 04:45","52110","52567"
"17.12.2017 04:45 - 17.12.2017 05:00","52105","52365"
"17.12.2017 05:00 - 17.12.2017 05:15","52349","52486"
"17.12.2017 05:15 - 17.12.2017 05:30","52140","52332"
"17.12.2017 05:30 - 17.12.2017 05:45","52032","52253"
"17.12.2017 05:45 - 17.12.2017 06:00","52005","52150"
"17.12.2017 06:00 - 17.12.2017 06:15","51691","51730"
"17.12.2017 06:15 - 17.12.2017 06:30","51992","51557"
"17.12.2017 06:30 - 17.12.2017 06:45","52257","52295"
"17.12.2017 06:45 - 17.12.2017 07:00","52989","52516"
"17.12.2017 07:00 - 17.12.2017 07:15","53942","53604"
"17.12.2017 07:15 - 17.12.2017 07:30","54788","54341"
"17.12.2017 07:30 - 17.12.2017 07:45","56365","55316"
"17.12.2017 07:45 - 17.12.2017 08:00","57077","56077"
"17.12.2017 08:00 - 17.12.2017 08:15","58143","57291"
"17.12.2017 08:15 - 17.12.2017 08:30","58765","58009"
"17.12.2017 08:30 - 17.12.2017 08:45","59698","58890"
"17.12.2017 08:45 - 17.12.2017 09:00","60408","59957"
"17.12.2017 09:00 - 17.12.2017 09:15","61707","61490"
"17.12.2017 09:15 - 17.12.2017 09:30","62668","62507"
"17.12.2017 09:30 - 17.12.2017 09:45","63282","63533"
"17.12.2017 09:45 - 17.12.2017 10:00","63772","64224"
"17.12.2017 10:00 - 17.12.2017 10:15","64457","64756"
"17.12.2017 10:15 - 17.12.2017 10:30","65046","65588"
"17.12.2017 10:30 - 17.12.2017 10:45","65247","66320"
"17.12.2017 10:45 - 17.12.2017 11:00","66012","67017"
"17.12.2017 11:00 - 17.12.2017 11:15","66379","67661"
"17.12.2017 11:15 - 17.12.2017 11:30","66960","68449"
"17.12.2017 11:30 - 17.12.2017 11:45","67477","69158"
"17.12.2017 11:45 - 17.12.2017 12:00","67131","69017"
"17.12.2017 12:00 - 17.12.2017 12:15","67085","68842"
"17.12.2017 12:15 - 17.12.2017 12:30","67410","68412"
"17.12.2017 12:30 - 17.12.2017 12:45","66643","68338"
"17.12.2017 12:45 - 17.12.2017 13:00","66007","67621"
"17.12.2017 13:00 - 17.12.2017 13:15","65714","67179"
"17.12.2017 13:15 - 17.12.2017 13:30","64687","66520"
"17.12.2017 13:30 - 17.12.2017 13:45","64744","66028"
"17.12.2017 13:45 - 17.12.2017 14:00","63887","65659"
"17.12.2017 14:00 - 17.12.2017 14:15","63841","65294"
"17.12.2017 14:15 - 17.12.2017 14:30","62965","65115"
"17.12.2017 14:30 - 17.12.2017 14:45","63013","64878"
"17.12.2017 14:45 - 17.12.2017 15:00","63062","64547"
"17.12.2017 15:00 - 17.12.2017 15:15","63065","64652"
"17.12.2017 15:15 - 17.12.2017 15:30","62880","64630"
"17.12.2017 15:30 - 17.12.2017 15:45","63165","64523"
"17.12.2017 15:45 - 17.12.2017 16:00","63013","64736"
"17.12.2017 16:00 - 17.12.2017 16:15","64342","65345"
"17.12.2017 16:15 - 17.12.2017 16:30","64641","66268"
"17.12.2017 16:30 - 17.12.2017 16:45","65446","67774"
"17.12.2017 16:45 - 17.12.2017 17:00","66954","68918"
"17.12.2017 17:00 - 17.12.2017 17:15","68660","69954"
"17.12.2017 17:15 - 17.12.2017 17:30","69288","70351"
"17.12.2017 17:30 - 17.12.2017 17:45","69858","70830"
"17.12.2017 17:45 - 17.12.2017 18:00","69934","71322"
"17.12.2017 18:00 - 17.12.2017 18:15","70307","71493"
"17.12.2017 18:15 - 17.12.2017 18:30","70272","71717"
"17.12.2017 18:30 - 17.12.2017 18:45","70340","71373"
"17.12.2017 18:45 - 17.12.2017 19:00","70240","71264"
"17.12.2017 19:00 - 17.12.2017 19:15","69746","70862"
"17.12.2017 19:15 - 17.12.2017 19:30","69464","70469"
"17.12.2017 19:30 - 17.12.2017 19:45","69075","70246"
"17.12.2017 19:45 - 17.12.2017 20:00","68367","69430"
"17.12.2017 20:00 - 17.12.2017 20:15","67454","68940"
"17.12.2017 20:15 - 17.12.2017 20:30","66537","67847"
"17.12.2017 20:30 - 17.12.2017 20:45","65288","67209"
"17.12.2017 20:45 - 17.12.2017 21:00","64742","66234"
"17.12.2017 21:00 - 17.12.2017 21:15","63682","65955"
"17.12.2017 21:15 - 17.12.2017 21:30","63341","65696"
"17.12.2017 21:30 - 17.12.2017 21:45","63309","65497"
"17.12.2017 21:45 - 17.12.2017 22:00","63368","65541"
"17.12.2017 22:00 - 17.12.2017 22:15","64076","66619"
"17.12.2017 22:15 - 17.12.2017 22:30","63676","66240"
"17.12.2017 22:30 - 17.12.2017 22:45","62906","65453"
"17.12.2017 22:45 - 17.12.2017 23:00","61851","64341"
"17.12.2017 23:00 - 17.12.2017 23:15","60486","63611"
"17.12.2017 23:15 - 17.12.2017 23:30","59530","62734"
"17.12.2017 23:30 - 17.12.2017 23:45","58667","61909"
"17.12.2017 23:45 - 18.12.2017 00:00","57893","61216"
"18.12.2017 00:00 - 18.12.2017 00:15","57852","60469"
"18.12.2017 00:15 - 18.12.2017 00:30","56985","59869"
"18.12.2017 00:30 - 18.12.2017 00:45","56257","59336"
"18.12.2017 00:45 - 18.12.2017 01:00","55660","58623"
"18.12.2017 01:00 - 18.12.2017 01:15","55076","58150"
"18.12.2017 01:15 - 18.12.2017 01:30","54578","57490"
"18.12.2017 01:30 - 18.12.2017 01:45","54319","57183"
"18.12.2017 01:45 - 18.12.2017 02:00","54027","57029"
"18.12.2017 02:00 - 18.12.2017 02:15","53803","56670"
"18.12.2017 02:15 - 18.12.2017 02:30","53652","56409"
"18.12.2017 02:30 - 18.12.2017 02:45","53575","56468"
"18.12.2017 02:45 - 18.12.2017 03:00","53589","56450"
"18.12.2017 03:00 - 18.12.2017 03:15","53743","56375"
"18.12.2017 03:15 - 18.12.2017 03:30","53793","56789"
"18.12.2017 03:30 - 18.12.2017 03:45","53823","57085"
"18.12.2017 03:45 - 18.12.2017 04:00","54071","57265"
"18.12.2017 04:00 - 18.12.2017 04:15","54685","57607"
"18.12.2017 04:15 - 18.12.2017 04:30","55150","57809"
"18.12.2017 04:30 - 18.12.2017 04:45","55661","58459"
"18.12.2017 04:45 - 18.12.2017 05:00","56287","59302"
"18.12.2017 05:00 - 18.12.2017 05:15","57994","60799"
"18.12.2017 05:15 - 18.12.2017 05:30","58890","61734"
"18.12.2017 05:30 - 18.12.2017 05:45","60323","63441"
"18.12.2017 05:45 - 18.12.2017 06:00","62205","65335"
"18.12.2017 06:00 - 18.12.2017 06:15","65597","68389"
"18.12.2017 06:15 - 18.12.2017 06:30","68379","70919"
"18.12.2017 06:30 - 18.12.2017 06:45","70466","73312"
"18.12.2017 06:45 - 18.12.2017 07:00","72633","75359"
"18.12.2017 07:00 - 18.12.2017 07:15","75320","78111"
"18.12.2017 07:15 - 18.12.2017 07:30","76798","79668"
"18.12.2017 07:30 - 18.12.2017 07:45","78056","80875"
"18.12.2017 07:45 - 18.12.2017 08:00","79172","81908"
"18.12.2017 08:00 - 18.12.2017 08:15","80564","83188"
"18.12.2017 08:15 - 18.12.2017 08:30","80790","83162"
"18.12.2017 08:30 - 18.12.2017 08:45","80951","83642"
"18.12.2017 08:45 - 18.12.2017 09:00","81276","83919"
"18.12.2017 09:00 - 18.12.2017 09:15","81009","83635"
"18.12.2017 09:15 - 18.12.2017 09:30","81321","83680"
"18.12.2017 09:30 - 18.12.2017 09:45","81639","84243"
"18.12.2017 09:45 - 18.12.2017 10:00","81726","84389"
"18.12.2017 10:00 - 18.12.2017 10:15","81937","84604"
"18.12.2017 10:15 - 18.12.2017 10:30","82077","84532"
"18.12.2017 10:30 - 18.12.2017 10:45","82177","84912"
"18.12.2017 10:45 - 18.12.2017 11:00","82411","85070"
"18.12.2017 11:00 - 18.12.2017 11:15","82521","85081"
"18.12.2017 11:15 - 18.12.2017 11:30","82991","85320"
"18.12.2017 11:30 - 18.12.2017 11:45","83151","85233"
"18.12.2017 11:45 - 18.12.2017 12:00","83654","85322"
"18.12.2017 12:00 - 18.12.2017 12:15","82703","84878"
"18.12.2017 12:15 - 18.12.2017 12:30","82709","84668"
"18.12.2017 12:30 - 18.12.2017 12:45","82606","84537"
"18.12.2017 12:45 - 18.12.2017 13:00","82652","84616"
"18.12.2017 13:00 - 18.12.2017 13:15","82483","84843"
"18.12.2017 13:15 - 18.12.2017 13:30","82200","84708"
"18.12.2017 13:30 - 18.12.2017 13:45","81687","84195"
"18.12.2017 13:45 - 18.12.2017 14:00","81057","83617"
"18.12.2017 14:00 - 18.12.2017 14:15","80868","83734"
"18.12.2017 14:15 - 18.12.2017 14:30","80680","83328"
"18.12.2017 14:30 - 18.12.2017 14:45","80626","83323"
"18.12.2017 14:45 - 18.12.2017 15:00","80147","82905"
"18.12.2017 15:00 - 18.12.2017 15:15","78596","83281"
"18.12.2017 15:15 - 18.12.2017 15:30","80213","82934"
"18.12.2017 15:30 - 18.12.2017 15:45","80150","82810"
"18.12.2017 15:45 - 18.12.2017 16:00","79934","82801"
"18.12.2017 16:00 - 18.12.2017 16:15","80513","83036"
"18.12.2017 16:15 - 18.12.2017 16:30","79638","83646"
"18.12.2017 16:30 - 18.12.2017 16:45","80915","84907"
"18.12.2017 16:45 - 18.12.2017 17:00","82527","85764"
"18.12.2017 17:00 - 18.12.2017 17:15","83420","86289"
"18.12.2017 17:15 - 18.12.2017 17:30","83831","86411"
"18.12.2017 17:30 - 18.12.2017 17:45","84017","86373"
"18.12.2017 17:45 - 18.12.2017 18:00","84249","86372"
"18.12.2017 18:00 - 18.12.2017 18:15","83715","85849"
"18.12.2017 18:15 - 18.12.2017 18:30","83060","85131"
"18.12.2017 18:30 - 18.12.2017 18:45","83135","84945"
"18.12.2017 18:45 - 18.12.2017 19:00","82886","84701"
"18.12.2017 19:00 - 18.12.2017 19:15","82008","84135"
"18.12.2017 19:15 - 18.12.2017 19:30","81273","83267"
"18.12.2017 19:30 - 18.12.2017 19:45","80740","82575"
"18.12.2017 19:45 - 18.12.2017 20:00","80173","81693"
"18.12.2017 20:00 - 18.12.2017 20:15","78505","80530"
"18.12.2017 20:15 - 18.12.2017 20:30","76975","79042"
"18.12.2017 20:30 - 18.12.2017 20:45","75886","77909"
"18.12.2017 20:45 - 18.12.2017 21:00","75151","76671"
"18.12.2017 21:00 - 18.12.2017 21:15","73361","76032"
"18.12.2017 21:15 - 18.12.2017 21:30","72744","74943"
"18.12.2017 21:30 - 18.12.2017 21:45","72363","73869"
"18.12.2017 21:45 - 18.12.2017 22:00","70891","72865"
"18.12.2017 22:00 - 18.12.2017 22:15","70900","73076"
"18.12.2017 22:15 - 18.12.2017 22:30","70123","72169"
"18.12.2017 22:30 - 18.12.2017 22:45","68951","70746"
"18.12.2017 22:45 - 18.12.2017 23:00","67627","69450"
"18.12.2017 23:00 - 18.12.2017 23:15","65951","68264"
"18.12.2017 23:15 - 18.12.2017 23:30","64686","67177"
"18.12.2017 23:30 - 18.12.2017 23:45","63560","66092"
"18.12.2017 23:45 - 19.12.2017 00:00","62729","64697"
"19.12.2017 00:00 - 19.12.2017 00:15","62307","63572"
"19.12.2017 00:15 - 19.12.2017 00:30","61616","62766"
"19.12.2017 00:30 - 19.12.2017 00:45","60789","62164"
"19.12.2017 00:45 - 19.12.2017 01:00","60143","61425"
"19.12.2017 01:00 - 19.12.2017 01:15","59666","60825"
"19.12.2017 01:15 - 19.12.2017 01:30","59278","60408"
"19.12.2017 01:30 - 19.12.2017 01:45","58953","60168"
"19.12.2017 01:45 - 19.12.2017 02:00","58444","59776"
"19.12.2017 02:00 - 19.12.2017 02:15","58074","59353"
"19.12.2017 02:15 - 19.12.2017 02:30","57864","59063"
"19.12.2017 02:30 - 19.12.2017 02:45","57810","58954"
"19.12.2017 02:45 - 19.12.2017 03:00","57781","59022"
"19.12.2017 03:00 - 19.12.2017 03:15","57809","59022"
"19.12.2017 03:15 - 19.12.2017 03:30","57808","59042"
"19.12.2017 03:30 - 19.12.2017 03:45","57902","59000"
"19.12.2017 03:45 - 19.12.2017 04:00","57900","59233"
"19.12.2017 04:00 - 19.12.2017 04:15","58426","59658"
"19.12.2017 04:15 - 19.12.2017 04:30","58965","60030"
"19.12.2017 04:30 - 19.12.2017 04:45","59356","60702"
"19.12.2017 04:45 - 19.12.2017 05:00","59909","61169"
"19.12.2017 05:00 - 19.12.2017 05:15","61256","62766"
"19.12.2017 05:15 - 19.12.2017 05:30","61985","63601"
"19.12.2017 05:30 - 19.12.2017 05:45","63129","64890"
"19.12.2017 05:45 - 19.12.2017 06:00","64553","66298"
"19.12.2017 06:00 - 19.12.2017 06:15","67559","69722"
"19.12.2017 06:15 - 19.12.2017 06:30","69865","72264"
"19.12.2017 06:30 - 19.12.2017 06:45","71891","74809"
"19.12.2017 06:45 - 19.12.2017 07:00","73655","76942"
"19.12.2017 07:00 - 19.12.2017 07:15","76105","79407"
"19.12.2017 07:15 - 19.12.2017 07:30","77562","80998"
"19.12.2017 07:30 - 19.12.2017 07:45","78824","82295"
"19.12.2017 07:45 - 19.12.2017 08:00","79953","83327"
"19.12.2017 08:00 - 19.12.2017 08:15","81088","83982"
"19.12.2017 08:15 - 19.12.2017 08:30","81340","84383"
"19.12.2017 08:30 - 19.12.2017 08:45","81486","84496"
"19.12.2017 08:45 - 19.12.2017 09:00","81614","84541"
"19.12.2017 09:00 - 19.12.2017 09:15","81169","84238"
"19.12.2017 09:15 - 19.12.2017 09:30","81417","84315"
"19.12.2017 09:30 - 19.12.2017 09:45","81758","84648"
"19.12.2017 09:45 - 19.12.2017 10:00","82026","84767"
"19.12.2017 10:00 - 19.12.2017 10:15","82197","84827"
"19.12.2017 10:15 - 19.12.2017 10:30","82240","84955"
"19.12.2017 10:30 - 19.12.2017 10:45","82407","85029"
"19.12.2017 10:45 - 19.12.2017 11:00","82662","85112"
"19.12.2017 11:00 - 19.12.2017 11:15","82881","85099"
"19.12.2017 11:15 - 19.12.2017 11:30","83300","85135"
"19.12.2017 11:30 - 19.12.2017 11:45","83483","85135"
"19.12.2017 11:45 - 19.12.2017 12:00","83333","85243"
"19.12.2017 12:00 - 19.12.2017 12:15","82851","85019"
"19.12.2017 12:15 - 19.12.2017 12:30","82898","84794"
"19.12.2017 12:30 - 19.12.2017 12:45","82877","84868"
"19.12.2017 12:45 - 19.12.2017 13:00","83013","84353"
"19.12.2017 13:00 - 19.12.2017 13:15","82950","84651"
"19.12.2017 13:15 - 19.12.2017 13:30","82614","84327"
"19.12.2017 13:30 - 19.12.2017 13:45","82213","84023"
"19.12.2017 13:45 - 19.12.2017 14:00","81316","83453"
"19.12.2017 14:00 - 19.12.2017 14:15","81199","83080"
"19.12.2017 14:15 - 19.12.2017 14:30","80956","82942"
"19.12.2017 14:30 - 19.12.2017 14:45","81079","82861"
"19.12.2017 14:45 - 19.12.2017 15:00","81000","82637"
"19.12.2017 15:00 - 19.12.2017 15:15","80633","82893"
"19.12.2017 15:15 - 19.12.2017 15:30","80629","82715"
"19.12.2017 15:30 - 19.12.2017 15:45","80318","82468"
"19.12.2017 15:45 - 19.12.2017 16:00","80305","82375"
"19.12.2017 16:00 - 19.12.2017 16:15","80746","82700"
"19.12.2017 16:15 - 19.12.2017 16:30","80552","83306"
"19.12.2017 16:30 - 19.12.2017 16:45","80956","83932"
"19.12.2017 16:45 - 19.12.2017 17:00","82688","84798"
"19.12.2017 17:00 - 19.12.2017 17:15","83471","85295"
"19.12.2017 17:15 - 19.12.2017 17:30","83674","85542"
"19.12.2017 17:30 - 19.12.2017 17:45","83665","85395"
"19.12.2017 17:45 - 19.12.2017 18:00","83850","85225"
"19.12.2017 18:00 - 19.12.2017 18:15","83334","84601"
"19.12.2017 18:15 - 19.12.2017 18:30","83056","84173"
"19.12.2017 18:30 - 19.12.2017 18:45","82848","83761"
"19.12.2017 18:45 - 19.12.2017 19:00","82612","83537"
"19.12.2017 19:00 - 19.12.2017 19:15","81889","82772"
"19.12.2017 19:15 - 19.12.2017 19:30","81375","81997"
"19.12.2017 19:30 - 19.12.2017 19:45","80830","81179"
"19.12.2017 19:45 - 19.12.2017 20:00","80012","80567"
"19.12.2017 20:00 - 19.12.2017 20:15","78553","78906"
"19.12.2017 20:15 - 19.12.2017 20:30","77133","77590"
"19.12.2017 20:30 - 19.12.2017 20:45","75908","76467"
"19.12.2017 20:45 - 19.12.2017 21:00","75054","75253"
"19.12.2017 21:00 - 19.12.2017 21:15","73635","74229"
"19.12.2017 21:15 - 19.12.2017 21:30","72848","73165"
"19.12.2017 21:30 - 19.12.2017 21:45","72136","72669"
"19.12.2017 21:45 - 19.12.2017 22:00","71224","71555"
"19.12.2017 22:00 - 19.12.2017 22:15","71076","71478"
"19.12.2017 22:15 - 19.12.2017 22:30","70294","70470"
"19.12.2017 22:30 - 19.12.2017 22:45","69169","69322"
"19.12.2017 22:45 - 19.12.2017 23:00","67689","67902"
"19.12.2017 23:00 - 19.12.2017 23:15","66120","66672"
"19.12.2017 23:15 - 19.12.2017 23:30","64872","65198"
"19.12.2017 23:30 - 19.12.2017 23:45","63834","64081"
"19.12.2017 23:45 - 20.12.2017 00:00","62951","62880"
"20.12.2017 00:00 - 20.12.2017 00:15","60821","62106"
"20.12.2017 00:15 - 20.12.2017 00:30","60002","61265"
"20.12.2017 00:30 - 20.12.2017 00:45","59213","60282"
"20.12.2017 00:45 - 20.12.2017 01:00","58579","59727"
"20.12.2017 01:00 - 20.12.2017 01:15","57940","58847"
"20.12.2017 01:15 - 20.12.2017 01:30","57523","58401"
"20.12.2017 01:30 - 20.12.2017 01:45","57256","58121"
"20.12.2017 01:45 - 20.12.2017 02:00","56835","57617"
"20.12.2017 02:00 - 20.12.2017 02:15","56476","57120"
"20.12.2017 02:15 - 20.12.2017 02:30","56323","56963"
"20.12.2017 02:30 - 20.12.2017 02:45","56285","56926"
"20.12.2017 02:45 - 20.12.2017 03:00","56325","56900"
"20.12.2017 03:00 - 20.12.2017 03:15","56345","56931"
"20.12.2017 03:15 - 20.12.2017 03:30","56378","56929"
"20.12.2017 03:30 - 20.12.2017 03:45","56418","57122"
"20.12.2017 03:45 - 20.12.2017 04:00","56519","57222"
"20.12.2017 04:00 - 20.12.2017 04:15","57163","57807"
"20.12.2017 04:15 - 20.12.2017 04:30","57549","58269"
"20.12.2017 04:30 - 20.12.2017 04:45","58040","58917"
"20.12.2017 04:45 - 20.12.2017 05:00","58619","59504"
"20.12.2017 05:00 - 20.12.2017 05:15","60063","61110"
"20.12.2017 05:15 - 20.12.2017 05:30","60716","62029"
"20.12.2017 05:30 - 20.12.2017 05:45","61708","63196"
"20.12.2017 05:45 - 20.12.2017 06:00","63300","64876"
"20.12.2017 06:00 - 20.12.2017 06:15","66363","67548"
"20.12.2017 06:15 - 20.12.2017 06:30","68451","70166"
"20.12.2017 06:30 - 20.12.2017 06:45","70470","72496"
"20.12.2017 06:45 - 20.12.2017 07:00","72250","74711"
"20.12.2017 07:00 - 20.12.2017 07:15","74758","77047"
"20.12.2017 07:15 - 20.12.2017 07:30","76256","78354"
"20.12.2017 07:30 - 20.12.2017 07:45","77755","79907"
"20.12.2017 07:45 - 20.12.2017 08:00","78634","80786"
"20.12.2017 08:00 - 20.12.2017 08:15","79837","81901"
"20.12.2017 08:15 - 20.12.2017 08:30","80001","82279"
"20.12.2017 08:30 - 20.12.2017 08:45","80236","82428"
"20.12.2017 08:45 - 20.12.2017 09:00","80349","82454"
"20.12.2017 09:00 - 20.12.2017 09:15","80157","82247"
"20.12.2017 09:15 - 20.12.2017 09:30","80114","82808"
"20.12.2017 09:30 - 20.12.2017 09:45","80349","83157"
"20.12.2017 09:45 - 20.12.2017 10:00","80507","83164"
"20.12.2017 10:00 - 20.12.2017 10:15","80574","83122"
"20.12.2017 10:15 - 20.12.2017 10:30","80650","83178"
"20.12.2017 10:30 - 20.12.2017 10:45","80827","83012"
"20.12.2017 10:45 - 20.12.2017 11:00","81009","83430"
"20.12.2017 11:00 - 20.12.2017 11:15","81087","83283"
"20.12.2017 11:15 - 20.12.2017 11:30","81463","83948"
"20.12.2017 11:30 - 20.12.2017 11:45","81491","83990"
"20.12.2017 11:45 - 20.12.2017 12:00","81323","83781"
"20.12.2017 12:00 - 20.12.2017 12:15","80826","83149"
"20.12.2017 12:15 - 20.12.2017 12:30","80730","82756"
"20.12.2017 12:30 - 20.12.2017 12:45","80687","82836"
"20.12.2017 12:45 - 20.12.2017 13:00","81121","82959"
